drugbank_id,name,smiles,type
DB03558,SP-876,OC(=O)CCNC(=O)[C@H]1CCCN1S(=O)(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,small molecule
DB03559,Cyclohexylformamide,[H]C(=O)NC1CCCCC1,small molecule
DB03560,P-Hydroxybenzaldehyde,OC1=CC=C(C=O)C=C1,small molecule
DB03562,Tetrahydrodeoxyuridine,[H]N1C(=O)CCN(C2C[C@H](O)[C@@H](CO)O2)C1=O,small molecule
DB03564,"(4r)-2-Methylpentane-2,4-Diol",C[C@H](O)CC(C)(C)O,small molecule
DB03565,1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,[H][C@@](COCCCCCCCC)(COP(O)(=O)OCCN)OP(O)(=O)CCCCCCC,small molecule
DB03566,Spermidine,NCCCCNCCCN,small molecule
DB03567,alpha-N-Acetyl-D-galactosamine,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O,small molecule
DB03568,Butyric Acid,CCCC(O)=O,small molecule
DB03569,"4,5-Dehydro-L-Iduronic Acid",[H][C@@]1(O)OC(C(O)=O)=C(O)[C@]([H])(O)[C@@]1([H])O,small molecule
DB03570,Tris-Hydroxymethyl-Methyl-Ammonium,C[N+](CO)(CO)CO,small molecule
DB03571,"3-(5-amino-7-hydroxy-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(3,5-dichlorobenzyl)-benzamide",NC1=NC2=NN(N=C2C(O)=N1)C1=CC(=CC=C1)C(=O)NCC1=CC(Cl)=CC(Cl)=C1,small molecule
DB03572,FR230513,[H][C@](CO)(CCC1=CC=CC2=C1C=CC=C2)N1C=NC(=C1)C(N)=O,small molecule
DB03573,WRR-99,[H][C@](O)(CC(O)=O)C(=O)N[C@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C,small molecule
DB03574,Ferricrocin-iron,[Fe].[H][C@@]1(CCCN(O)C(C)=[OH+])NC(=O)CNC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@]([H])(CCCN(O)C(C)=[OH+])NC(=O)[C@]([H])(CCCN(O)C(C)=[OH+])NC1=O,small molecule
DB03575,Phencyclidine,C1CCN(CC1)C1(CCCCC1)C1=CC=CC=C1,small molecule
DB03576,N-Pyridoxyl-Threonine-5-Monophosphate,CC(O)C(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,small molecule
DB03577,Alpha-Benzyl-Aminobenzyl-Phosphonic Acid,[H][C@](NCC1=CC=CC=C1)(C1=CC=CC=C1)P(O)(O)=O,small molecule
DB03578,Pyruvamide,CC(=O)C(N)=O,small molecule
DB03581,Glucose-6-Phosphate,[H]C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,small molecule
DB03582,N~2~-Succinylornithine,NCCC[C@H](NC(=O)CCC(O)=O)C(O)=O,small molecule
DB03583,"(2E,3S)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'H)-one",[H]N1C(=O)\C(C2=C1C=CC(=C2)S(=O)(=O)N1CCC(O)CC1)=C1/N([H])C2=CC=CC=C2[C@]1(C)O,small molecule
DB03584,4-Thio-beta-D-glucopyranose,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(S)[C@]([H])(O)[C@@]1([H])O,small molecule
DB03585,Oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1,small molecule
DB03586,"(3R,4R,5S,6R)-6-Fluoro-3,4,5-trihydroxytetrahydro-2H-pyran-2-olate",[H][C@]1(F)OC([O-])[C@H](O)[C@@H](O)[C@@H]1O,small molecule
DB03587,Pyruvaldehyde,CC(=O)C=O,small molecule
DB03588,Diphenylacetic acid,OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
DB03589,Mesoxalic acid,OC(=O)C(=O)C(O)=O,small molecule
DB03590,"2,6-Diaminopimelic Acid",N[C@@H](CCC[C@H](N)C(O)=O)C(O)=O,small molecule
DB03591,RU82209,CC(=O)N[C@@H](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,small molecule
DB03592,Pterin-6-Yl-Methyl-Monophosphate,NC1=NC2=NC=C(COP(O)(O)=O)N=C2C(=O)N1,small molecule
DB03593,7-methyl-5'-guanylic acid,C[N+]1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2,small molecule
DB03594,"1,2,4-Triazole",N1C=NC=N1,small molecule
DB03595,CRA_9785,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(OC(F)(F)F)=CC=C1[O-],small molecule
DB03596,N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide,[H][C@@](CC)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)C1=CC2=C(NC=C2)C=C1,small molecule
DB03597,gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1I)C(=O)N([H])CC(O)=O)C(O)=O,small molecule
DB03598,"Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",COC1=CC=CC(=C1)N1C(CN2CCOCC2)=CC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O,small molecule
DB03600,Capric acid,CCCCCCCCCC(O)=O,small molecule
DB03601,5-deoxyflavanone,OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=CC=C(O)C=C2O1,small molecule
DB03602,S-benzylglutathione,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1)C(=O)N([H])CC(O)=O)C(O)=O,small molecule
DB03603,Glucaric acid,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O,small molecule
DB03604,Tiratricol,OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1,small molecule
DB03605,"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid",[H][C@@](CC1=CC=CC=C1)(N(CC1=CC(=CC=C1)C(F)(F)F)C(=O)C1=C(Cl)C=C(Cl)C=C1)C(O)=O,small molecule
DB03606,(S)-Rolipram,[H][C@@]1(CNC(=O)C1)C1=CC=C(OC)C(OC2CCCC2)=C1,small molecule
DB03607,[(1R)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,CC(=O)N[C@@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)OC[C@H](N)C(O)=O,small molecule
DB03608,Diminazene,NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1,small molecule
DB03609,3'-deoxyguanosine,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](CO)C[C@H]1O,small molecule
DB03610,4-(trifluoromethyl)phenol,OC1=CC=C(C=C1)C(F)(F)F,small molecule
DB03611,L-2-amino-4-methoxy-cis-but-3-enoic acid,[H]\C(OC)=C(/[H])[C@]([H])(N)C(O)=O,small molecule
DB03612,3-Hydroxybutyryl-Coenzyme A,CC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,small molecule
DB03613,4-hydroxyphenacyl coenzyme A,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)C4=CC=C(O)C=C4)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,small molecule
DB03614,Mecobalamin,C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O,small molecule
DB03615,Ribostamycin,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O,small molecule
DB03616,Kabiramide C,[H]\C(=C(\[H])[C@@]([H])(C)[C@@]([H])(OC)[C@@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@]([H])(C[C@]([H])(C)C[C@]([H])(O)[C@]([H])(C)[C@@]([H])(OC)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\C[C@]([H])(OC)[C@@]1([H])C)O[C@]([H])(N)O)OC)N(C)CO,small molecule
DB03617,Modified Acarbose Hexasaccharide,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O[C@]3([H])C(CO)=C[C@]([H])(N[C@]4([H])[C@@]([H])(C)O[C@]([H])(O[C@]5([H])[C@@]([H])(CO)O[C@]([H])(O[C@]6([H])[C@@]([H])(C)O[C@@]([H])(O)[C@]([H])(O)[C@@]6([H])O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,small molecule
DB03618,2-(acetylamino)-2-deoxy-4-O-beta-D-galactopyranosyl-alpha-D-glucopyranose,[H]N([C@H]1[C@@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O)C(C)=O,small molecule
DB03619,Deoxycholic acid,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,small molecule
DB03621,"L-709,587",[H]\C(=C(\C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@]([H])(C[C@@]2([H])C)OC)[C@]([H])(C[C@@]([H])(C)[C@]([H])(O)\C(C)=C([H])\[C@@]([H])(CC)C(=O)C[C@]([H])(O)[C@@]1([H])C)OC)[C@]1([H])CC[C@@]([H])(OC2=CC=C3N(C)C=CC3=C2)[C@@]([H])(C1)OC,small molecule
DB03622,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",OCCC1CCN(CC1)[C@@]1(C(=O)NC(O)=NC1=O)C1=CC=CC=C1,small molecule
DB03623,"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",OC1=CC=C(C=C1)C1=CC2=C(C=CC3=C2C=NC=C3)N=C1,small molecule
DB03624,7-(Carboxyamino)-8-Amino-Nonanoic Acid,C[C@H](N)[C@@H](CCCCCC(O)=O)NC(O)=O,small molecule
DB03626,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",COC1=CC(=O)C2=C(C(COC3=CC=CC=C3)=C(C)N2C)C1=O,small molecule
DB03627,Adamantane,C1C2CC3CC1CC(C2)C3,small molecule
DB03628,ISO24,CCC1=CC=C(NC(=O)P(O)(O)=O)C=C1,small molecule
DB03629,Pyridoxal-5'-Phosphate-N-Oxide,CC1=C(O)C(C=O)=C(COP(O)(O)=O)C=[N+]1[O-],small molecule
DB03630,2-Iodobenzylthio Group,SCC1=CC=CC=C1I,small molecule
DB03631,"3-(4-hydroxy-3-imino-6-oxo-cyclohexa-1,4-dienyl)-alanine",[H]N=C1C=C(C[C@H](N)C(O)=O)C(=O)C=C1O,small molecule
DB03632,Argifin,CNC(=O)NC(=N)NCCC[C@@H]1NC(=O)[C@@H](C)NC(=O)C[C@H](NC(=O)C[C@H](NC(=O)[C@H](CC2=CC=CC=C2)N(C)C1=O)C(O)=O)C(O)=O,small molecule
DB03633,Lpc-Ether,CCCCCCCCCCCCCCCCCCOC[C@@H](O)CO[P@@](O)(=O)OCC[N+](C)(C)C,small molecule
DB03634,"1,3-DI(N-Propyloxy-A-mannopyranosyl)-carbomyl 5-methyazido-benzene",[H]N(CCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)C(=O)C1=CC(=CC(CN=[N+]=[N-])=C1)C(=O)N([H])CCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,small molecule
DB03635,Ethanesulfonic acid,CCS(O)(=O)=O,small molecule
DB03636,Glycinamide,NCC(N)=O,small molecule
DB03637,Guanidine-3-propanol,[H]N([H])C(N([H])[H])=[N+]([H])CCCO,small molecule
DB03638,Cytidyl-2'-5'-phospho-guanosine,[H]N([H])C1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N([H])C(=NC2=O)N([H])[H],small molecule
DB03639,1-Guanidinium-7-Aminoheptane,NCCCCCCCNC(N)N,small molecule
DB03640,Beta-Hydroxyaspartic Acid,N[C@@H]([C@@H](O)C(O)=O)C(O)=O,small molecule
DB03641,"2'-deoxyuridine 5'-alpha,beta-imido-diphosphate",[H]N(P(O)(O)=O)P(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)N([H])C1=O,small molecule
DB03642,N-[(2S)-4-Methyl-1-oxo-1-{[(4S)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide,CC(C)C[C@H](NC(=O)C1=CC2=C(O1)C=CC=C2)C(=O)N[C@H]1CCCN(CC1=O)S(=O)(=O)C1=CC=CC=N1,small molecule
DB03643,CRA_1144,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC=CC=C1[O-],small molecule
DB03644,3-hydroxyanthranilic acid,NC1=C(O)C=CC=C1C(O)=O,small molecule
DB03645,Phosphonoacetohydroxamic Acid,ONC(=O)CP(O)(O)=O,small molecule
DB03646,"2,3-di-O-phytanyl-sn-glycerol",[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)CCC[C@@]([H])(C)CCOC[C@@]([H])(CO)OCC[C@]([H])(C)CCC[C@]([H])(C)CCC[C@]([H])(C)CCCC(C)C,small molecule
DB03647,3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid,CC(C)N(C(=O)C1=CC=C(C)C=C1)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O,small molecule
DB03648,"(2S,2'S)-2,2'-(1,2-Hydrazinediylbis{methylene[(2S)-1-oxo-2,1-hexanediyl]imino})bis(6-amino-N-phenylhexanamide)",[H]N([H])CCCC[C@H](N([H])C(=O)[C@@H](CCCC)CN([H])N([H])C[C@@H](CCCC)C(=O)N([H])[C@@H](CCCCN([H])[H])C(=O)N([H])C1=CC=CC=C1)C(=O)N([H])C1=CC=CC=C1,small molecule
DB03649,"[{(5-Chloro-2-Pyridinyl)Amino} Methylene]-1,1-Bisphosphonate",OP(O)(=O)C(NC1=CC=C(Cl)C=N1)P(O)(O)=O,small molecule
DB03650,(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,OC1=CC=C(C=C1)\N=C1/C(=O)NC2=CC=CC=C12,small molecule
DB03651,Picric acid,OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,small molecule
DB03652,beta-D-Galactopyranuronic acid,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,small molecule
DB03653,"5-{[Ethyl(Methyl)Amino]Methyl}-2-Methyl-5,6-Dihydropyrimidin-4-Amine",CCN(C)CC1=CN=C(C)N=C1N,small molecule
DB03654,"S,S-Propylthiocysteine",[H][C@](N)(CSSCCC)C=O,small molecule
DB03656,Tribenuron Methyl,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)N(C)C1=NC(C)=NC(OC)=N1,small molecule
DB03657,1-deoxy-1-methoxycarbamido-beta-D-glucopyranose,COC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,small molecule
DB03658,"(2R,4S)-2-[(1R)-1-{[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino}-2-oxoethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylic acid",[H]N([H])[C@@H](C(=O)N([H])[C@H](C=O)[C@@]1([H])SC(C)(C)[C@@H](N1[H])C(O)=O)C1=CC=C(O)C=C1,small molecule
DB03659,Butylamine,CCCCN,small molecule
DB03660,4-Iodo-L-phenylalanine,[H][C@](N)(CC1=CC=C(I)C=C1)C(O)=O,small molecule
DB03661,L-cysteic acid,N[C@@H](CS(O)(=O)=O)C(O)=O,small molecule
DB03662,Vitamin B6 Complexed with 2-Amino-Pentanoic Acid,CCC[C@H](NCC1=C(O)C(C)=NC=C1COP(O)(O)=O)C(O)=O,small molecule
DB03663,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",CC(C)C(=O)COC1=NC(N)=NC2=C1NC=N2,small molecule
DB03664,P1-(adenosine-5'-P5-(uridine-5')pentaphosphate,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=CC(=O)N([H])C4=O)[C@@H](O)[C@H]3O)C2=NC=N1,small molecule
DB03666,Zidovudine monophosphate,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O,small molecule
DB03667,Acetic Acid Salicyloyl-Amino-Ester,CC(=O)ONC(=O)C1=C(O)C=CC=C1,small molecule
DB03668,6-oxouridine 5'-phosphate,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)CC(=O)NC1=O,small molecule
DB03669,4-Fluorophenethyl Alcohol,OCCC1=CC=C(F)C=C1,small molecule
DB03670,"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid",OC(=O)C(=O)NC1=C(C(O)=O)C2=C(CNCC2)S1,small molecule
DB03671,Digoxigenin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)C1=CC(=O)OC1,small molecule
DB03672,9-N-Phenylmethylamino-Tacrine,C(NC1=C2C=CC=CC2=NC2=C1CCCC2)C1=CC=CC=C1,small molecule
DB03673,beta-2-Thienyl-L-alanine,N[C@@H](CC1=CC=CS1)C(O)=O,small molecule
DB03675,"2,3-Dihydroxy-Valerianic Acid",CC[C@@](C)(O)[C@@H](O)C(O)=O,small molecule
DB03676,Cystein-S-Yl Cacodylate,[H][C@](N)(CS[As](C)(C)=O)C(O)=O,small molecule
DB03677,N-Cyclohexyl-N'-Decylurea,CCCCCCCCCCNC(=O)NC1CCCCC1,small molecule
DB03678,"(6,7-Difluoro-Quinazolin-4-Yl)-(1-Methyl-2,2-Diphenyl-Ethyl)-Amine",C[C@H](NC1=NC=NC2=C1C=C(F)C(F)=C2)C(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
DB03679,2-Hydroxy-Tryptophan,[H][C@](N)(CC1=C(O)NC2=CC=CC=C12)C(O)=O,small molecule
DB03680,Tartronate,OC(C([O-])=O)C([O-])=O,small molecule
DB03682,"Dibenzofuran-4,6-Dicarboxylic Acid",OC(=O)C1=CC=CC2=C1OC1=C2C=CC=C1C(O)=O,small molecule
DB03683,2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid,[H][C@@](CC(C)C)(CN(O)C=O)C(O)=O,small molecule
DB03685,Uridine monophosphate,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O,small molecule
DB03686,S-(4-nitrobenzyl)glutathione,N[C@@H](CCC(=O)N[C@@H](CSCC1=CC=C(C=C1)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O,small molecule
DB03687,4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C[C@](O)(CO)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O,small molecule
DB03688,Hydracrylic acid,OCCC(O)=O,small molecule
DB03689,Butane,CCCC,small molecule
DB03690,"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide",CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC,small molecule
DB03691,WRR-112,[H][C@](O)(CC(O)=O)C(=O)N[C@@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C,small molecule
DB03692,1-Hexadecanosulfonyl-O-L-Serine,[H][C@](N)(COS(=O)(=O)CCCCCCCCCCCCCCCC)C(O)=O,small molecule
DB03693,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,NCCNS(=O)(=O)C1=CC=C(Cl)C2=C1C=NC=C2,small molecule
DB03694,N-phenylthiourea,NC(=S)NC1=CC=CC=C1,small molecule
DB03695,Piritrexim,COC1=CC(CC2=C(C)C3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1,small molecule
DB03696,Lanosterol,[H][C@@]1(CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3)[C@H](C)CCC=C(C)C,small molecule
DB03697,4-Sulfonamide-[1-(4-Aminobutane)]Benzamide,NCCCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O,small molecule
DB03698,5-Mercaptoethanol-2-decenoyl-coenzyme A,CCCCC[C@@H](C\C=C\C(=O)SCCNC(=O)CCN[C@H](O)C(=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)[N+]1=CNC2=C(N)N=CN=C12)SCC=O,small molecule
DB03699,Succinyl-Coenzyme A,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O,small molecule
DB03700,D-Threonine,C[C@@H](O)[C@@H](N)C(O)=O,small molecule
DB03701,Vanoxerine,FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,small molecule
DB03702,"N-{4-[(Carboxymethyl)carbamoyl]benzoyl}-L-valyl-N-[(3S)-1,1,1-trifluoro-4-methyl-2-oxo-3-pentanyl]-L-prolinamide",[H]N(CC(O)=O)C(=O)C1=CC=C(C=C1)C(=O)N([H])[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N([H])[C@@H](C(C)C)C(=O)C(F)(F)F,small molecule
DB03703,Cyclohexanol,OC1CCCCC1,small molecule
DB03704,12-Hydroxydodecanoic Acid,OCCCCCCCCCCCC(O)=O,small molecule
DB03705,6-Methylamino-5-Nitroisocytosine,CNC1=C(C(=O)NC(N)=N1)[N+]([O-])=O,small molecule
DB03706,1-Hydroxy-2-S-glutathionyl-3-para-nitrophenoxy-propane,N[C@@H](CCC(=O)N[C@@H](CS[C@@H](CO)COC1=CC=C(C=C1)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O,small molecule
DB03707,S-Ethyl-N-Phenyl-Isothiourea,CCS\C(N)=N\C1=CC=CC=C1,small molecule
DB03708,Adenosine 5'-phosphosulfate,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](O)[C@H]1O,small molecule
DB03709,Bicine,OCCN(CCO)CC(O)=O,small molecule
DB03710,[(1S)-4-(1-Aminobutylideneamino)-1-carboxybutyl]azanium,CCC\C(N)=N/CCC[C@H]([NH3+])C(O)=O,small molecule
DB03711,6-Hydroxy-6-Methyl-Heptan-3-One,CCC(=O)CCC(C)(C)O,small molecule
DB03712,RU85053,CC(=O)N[C@@H](CC1=CC(C(O)=O)=C(CC(O)=O)C=C1)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,small molecule
DB03714,4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric Acid,[H][C@@](CCC(O)=O)(NC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(F)(F)P(O)(O)=O)C(N)=O,small molecule
DB03716,5'-Fluoro-5'-Deoxyadenosine,NC1=C2N=CN([C@@H]3O[C@H](CF)[C@@H](O)[C@H]3O)C2=NC=N1,small molecule
DB03717,"3-Hydroxy-4-(3,4,5-trihydroxy-tetrahydro-pyran-2-yloxy)-piperidin-2-one",[H]N1CC[C@@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)C1=O,small molecule
DB03718,6-aza uridine 5'-monophosphate,[H][C@@]1(O)[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1N=CC(=O)NC1=O,small molecule
DB03719,N-Ethyl-5'-Carboxamido Adenosine,CCNC(=O)[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N,small molecule
DB03720,"alpha,beta-Dehydroaminobutyric acid",C\C=C(/N)C(O)=O,small molecule
DB03721,N-acetyl-alpha-neuraminic acid,[H][C@]1(O[C@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,small molecule
DB03722,"3,4-Dihydro-5-Methyl-Isoquinolinone",CC1=CC=CC2=C1CCNC2=O,small molecule
DB03723,2'-Deoxy-thymidine-beta-L-rhamnose,C[C@@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@H](O)[C@H]1O,small molecule
DB03724,"(1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol",[H][C@](C)(O)[C@]([H])(N)C1=NC=CS1,small molecule
DB03725,5'-Guanylylmethylenebisphosphonate,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)CP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,small molecule
DB03726,Purine Riboside-5'-Monophosphate,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=CN=CN=C23)[C@]([H])(O)[C@]1([H])O,small molecule
