drugbank_id,name,smiles,type
DB11309,Sulfuric acid,OS(O)(=O)=O,small molecule
DB11311,Prothrombin,,biotech
DB11312,Protein C,,biotech
DB11313,Phenyl trimethicone,,small molecule
DB11315,Methscopolamine,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,small molecule
DB11318,"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine",[H]C(CC)=C([H])C\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CCC(=O)OC[C@]([H])(COP(O)(=O)OC[C@]([H])(N)C(O)=O)OC(=O)CC\C([H])=C(\[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CC([H])=C([H])C\C([H])=C(\[H])C\C([H])=C(\[H])CC,small molecule
DB11321,Cod liver oil,,small molecule
DB11323,Glycol salicylate,OCCOC(=O)C1=CC=CC=C1O,small molecule
DB11324,Nonivamide,CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,small molecule
DB11325,Soy sterol,,biotech
DB11326,Boric acid,OB(O)O,small molecule
DB11327,Dipyrithione,[O-][N+]1=CC=CC=C1SSC1=CC=CC=[N+]1[O-],small molecule
DB11328,Tetradecyl hydrogen sulfate (ester),CCCCC(CC)CCC(CC(C)C)OS(O)(=O)=O,small molecule
DB11329,C11-12 isoparaffin,,small molecule
DB11330,Factor IX Complex (Human),,biotech
DB11331,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC,small molecule
DB11332,Sinapultide,CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(O)=O,small molecule
DB11333,Poloxamer 188,,small molecule
DB11335,Ascorbyl glucoside,OC[C@H](O)[C@H]1OC(=O)C(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C1O,small molecule
DB11336,Kinetin,C(NC1=NC=NC2=C1NC=N2)C1=CC=CO1,small molecule
DB11337,Zeatin,C\C(CO)=C/CNC1=C2N=CNC2=NC=N1,small molecule
DB11338,Clove oil,,biotech
DB11340,Ubiquinol,COC1=C(OC)C(O)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(C)=C1O,small molecule
DB11341,Ichthammol,,small molecule
DB11342,Aluminum oxide,[O--].[O--].[O--].[Al+3].[Al+3],small molecule
DB11343,Silanol,O[SiH3],small molecule
DB11344,(+)-menthol,CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,small molecule
DB11345,(S)-camphor,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,small molecule
DB11346,Rubidium,[Rb],small molecule
DB11347,Bacillus subtilis,,biotech
DB11348,Calcium Phosphate,[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,small molecule
DB11349,Cetyl ethylhexanoate,CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC,small molecule
DB11350,Cocamidopropyl betaine,,small molecule
DB11352,Ascorbyl phosphate,,small molecule
DB11355,Propolis wax,,small molecule
DB11356,Polyquaternium-10 (400 cps at 2%),,small molecule
DB11357,Linseed oil,,biotech
DB11358,Evening primrose oil,,biotech
DB11359,Guaiacol,COC1=C(O)C=CC=C1,small molecule
DB11360,Lactobacillus plantarum,,biotech
DB11361,Betula pendula tar oil,,small molecule
DB11362,Selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1,small molecule
DB11363,Alectinib,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O,small molecule
DB11364,Pidotimod,OC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CCC(=O)N1,small molecule
DB11365,Sennosides,OCC1OC(OC2=C3C(=O)C4=C(C=C(C=C4O)C(O)=O)C(C4C5=CC=CC(OC6OC(CO)C(O)C(O)C6O)=C5C(=O)C5=C4C=C(C=C5O)C(O)=O)C3=CC=C2)C(O)C(O)C1O,small molecule
DB11366,Roquinimex,CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1,small molecule
DB11367,Cefroxadine,[H][C@]12SCC(OC)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CCC=CC1)C(O)=O,small molecule
DB11368,Chlorophetanol,OCCOC1=CC=C(Cl)C=C1,small molecule
DB11369,Afoxolaner,FC(F)(F)CNC(=O)CNC(=O)C1=C2C=CC=CC2=C(C=C1)C1=NOC(C1)(C1=CC(=CC(Cl)=C1)C(F)(F)F)C(F)(F)F,small molecule
DB11371,Alfaxalone,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C(=O)C[C@]12C)C(C)=O,small molecule
DB11372,Altrenogest,[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],small molecule
DB11373,Amitraz,CN(\C=N\C1=C(C)C=C(C)C=C1)\C=N\C1=C(C)C=C(C)C=C1,small molecule
DB11374,Amprolium,[Cl-].CCCC1=NC=C(C[N+]2=CC=CC=C2C)C(N)=N1,small molecule
DB11375,Avilamycin,[H][C@]12COC(O[C@@H]3O[C@H](COC)[C@@H](O[C@@H]4O[C@H](C)[C@H](OC)[C@H](O[C@H]5C[C@@]6(C)OC7(C[C@@H](O)[C@H](O[C@H]8C[C@@H](O)[C@H](OC(=O)C9=C(C)C(Cl)=C(O)C(Cl)=C9OC)[C@@H](C)O8)[C@@H](C)O7)O[C@]6([H])[C@@H](C)O5)[C@H]4O)[C@H](O)[C@@H]3OC)[C@H](OC(=O)C(C)C)[C@]1([H])O[C@@]1(O2)O[C@H](C)[C@@](O)(C(C)=O)[C@]2([H])OCO[C@@]12[H],small molecule
DB11376,Azaperone,FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1,small molecule
DB11377,Bambermycins,C[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@H]3[C@@H](OP(O)(=O)OC[C@@H](O)C(=O)OCC\C=C(/C)CC\C=C\C(C)(C)CCC(=C)C\C=C(/C)CCC=C(C)C)O[C@H](C(O)=O)[C@@](C)(O)[C@@H]3OC(N)=O)O[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](NC(C)=O)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(=O)NC1=C(O)CCC1=O,small molecule
DB11378,Buquinolate,CCOC(=O)C1=CNC2=CC(OCC(C)C)=C(OCC(C)C)C=C2C1=O,small molecule
DB11379,Butonate,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,small molecule
DB11380,Cambendazole,CC(C)OC(=O)NC1=CC2=C(NC(=N2)C2=CSC=N2)C=C1,small molecule
DB11382,Carbarsone,NC(=O)NC1=CC=C(C=C1)[As](O)(O)=O,small molecule
DB11383,Carbomycin,[H][C@@]1(C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O1)O[C@@H]1[C@@H](C)O[C@@]([H])(O[C@H]2[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\[C@@H]3O[C@H]3C[C@@H](C)OC(=O)C[C@@H](OC(C)=O)[C@@H]2OC)[C@H](O)[C@H]1N(C)C,small molecule
DB11385,Cefalonium,[H][C@]12SCC(C[N+]3=CC=C(C=C3)C(N)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C([O-])=O,small molecule
DB11386,Chlorobutanol,CC(C)(O)C(Cl)(Cl)Cl,small molecule
DB11387,Chloroform,ClC(Cl)Cl,small molecule
DB11389,Clorsulon,NC1=C(C=C(C(=C1)C(Cl)=C(Cl)Cl)S(N)(=O)=O)S(N)(=O)=O,small molecule
DB11390,Coumaphos,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,small molecule
DB11392,Cythioate,COP(=S)(OC)OC1=CC=C(C=C1)S(N)(=O)=O,small molecule
DB11393,Danofloxacin,[H][C@]12CN(C3=C(F)C=C4C(=O)C(=CN(C5CC5)C4=C3)C(O)=O)[C@]([H])(CN1C)C2,small molecule
DB11394,Decoquinate,CCCCCCCCCCOC1=C(OCC)C=C2NC=C(C(=O)OCC)C(=O)C2=C1,small molecule
DB11395,Deracoxib,COC1=C(F)C=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)F,small molecule
DB11396,Dichlorophen,OC1=CC=C(Cl)C=C1CC1=CC(Cl)=CC=C1O,small molecule
DB11397,Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl,small molecule
DB11398,Diclazuril,ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,small molecule
DB11399,Dirlotapide,CN(CC1=CC=CC=C1)C(=O)[C@@H](NC(=O)C1=CC2=C(C=CC(NC(=O)C3=CC=CC=C3C3=CC=C(C=C3)C(F)(F)F)=C2)N1C)C1=CC=CC=C1,small molecule
DB11400,Doramectin,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@@H]4C[C@@H](C[C@]5(O4)O[C@H](C4CCCCC4)[C@@H](C)C=C5)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,small molecule
DB11401,Efrotomycin,[H]\C(C)=C(\[H])/C(/[H])=C(\[H])C1OC(O)(C(CC)C(O)=NC\C([H])=C(/[H])\C(\[H])=C(/C)C(OC)C(C)C2OC(\C([H])=C(/[H])\C(\[H])=C(/[H])C([H])=C(C)C(\O)=C3\C(=O)C=CN(C)C3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C,small molecule
DB11403,Emodepside,,biotech
DB11404,Enrofloxacin,CCN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,small molecule
DB11405,Eprinomectin,[H]O[C@@H]1C(C)=C[C@@]2([H])C(=O)O[C@@]3([H])C[C@@]([H])(C\C=C(C)/[C@@H](O[C@H]4C[C@H](OC)[C@H](O[C@H]5C[C@@H](OC)[C@H](N([H])C(C)=O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C/C=C4/CO[C@@]1([H])[C@]24O[H])O[C@@]1(C3)O[C@H](C(C)C)[C@@H](C)C=C1,small molecule
DB11408,Famphur,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N(C)C,small molecule
DB11409,Febantel,COCC(=O)NC1=C(C=CC(SC2=CC=CC=C2)=C1)N=C(NC(=O)OC)NC(=O)OC,small molecule
DB11410,Fenbendazole,COC(=O)NC1=NC2=C(N1)C=CC(SC1=CC=CC=C1)=C2,small molecule
DB11411,Fenprostalene,COC(=O)CCC=C=CC[C@@H]1[C@H](O)C[C@H](O)[C@H]1\C=C\[C@H](O)COC1=CC=CC=C1,small molecule
DB11412,Fenthion,COP(=S)(OC)OC1=CC=C(SC)C(C)=C1,small molecule
DB11413,Florfenicol,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,small molecule
DB11414,Fluralaner,CC1=CC(=CC=C1C(=O)NCC(=O)NCC(F)(F)F)C1=NOC(C1)(C1=CC(Cl)=CC(Cl)=C1)C(F)(F)F,small molecule
DB11416,Gamithromycin,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)N(CCC)C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C,small molecule
DB11417,Gleptoferron,[Fe+].OO.[H]C(O)(CO[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O)C([H])(O)C([H])(O)C([H])(O)C([H])(O)C([O-])=O,small molecule
DB11419,Haloxon,CC1=C(Cl)C(=O)OC2=C1C=CC(OP(=O)(OCCCl)OCCCl)=C2,small molecule
DB11420,Squalane,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,small molecule
DB11421,Imidacloprid,[O-][N+](=O)\N=C1/NCCN1CC1=CC=C(Cl)N=C1,small molecule
DB11423,Lasalocid,[H][C@@](C)(CCC1=C(C(O)=O)C(O)=C(C)C=C1)[C@]([H])(O)[C@]([H])(C)C(=O)[C@]([H])(CC)[C@@]1([H])O[C@@](CC)(C[C@]1([H])C)[C@@]1([H])CC[C@](O)(CC)[C@]([H])(C)O1,small molecule
DB11424,Lufenuron,FC(C(F)(F)F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C(Cl)=C1,small molecule
DB11425,Luprostiol,O[C@H](COC1=CC(Cl)=CC=C1)CS[C@@H]1[C@@H](O)C[C@@H](O)[C@H]1C\C=C/CCCC(O)=O,small molecule
DB11426,Marbofloxacin,CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3N(C)COC1=C23)C(O)=O,small molecule
DB11427,Maropitant,[H][C@]1(NCC2=CC(=CC=C2OC)C(C)(C)C)C2CCN(CC2)[C@@]1([H])C(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
DB11428,Medetomidine,CC(C1=CN=CN1)C1=CC=CC(C)=C1C,small molecule
DB11429,Mibolerone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C[C@@H](C)[C@@]21[H],small molecule
DB11430,Monensin,[H][C@@]1(C[C@H](C)[C@@]([H])(O1)[C@]1(CC)CC[C@@]([H])(O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@]([H])(O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)[C@@]1([H])O[C@@](O)(CO)[C@H](C)C[C@@H]1C,small molecule
DB11431,Moxidectin,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(C\C(=N/OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,small molecule
DB11432,Narasin,[H][C@@]1(CC[C@](O)(CC)[C@H](C)O1)[C@]1(C)CC[C@]2(O1)O[C@@]1(O[C@]([H])([C@@H](CC)C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@]3([H])O[C@@]([H])([C@@H](CC)C(O)=O)[C@@H](C)C[C@@H]3C)[C@@H](C)C[C@H]1C)C=C[C@H]2O,small molecule
DB11433,Nequinate,CCCCC1=CC2=C(NC=C(C(=O)OC)C2=O)C=C1OCC1=CC=CC=C1,small molecule
DB11434,Nicarbazin,CC1=CC(C)=NC(O)=N1.[O-][N+](=O)C1=CC=C(NC(=O)NC2=CC=C(C=C2)[N+]([O-])=O)C=C1,small molecule
DB11436,Nifurpirinol,[H]\C(=C(\[H])C1=NC(CO)=CC=C1)C1=CC=C(O1)[N+]([O-])=O,small molecule
DB11437,Nitarsone,O[As](O)(=O)C1=CC=C(C=C1)N(=O)=O,small molecule
DB11438,Nitenpyram,[H]C(=C(NC)N(CC)CC1=CN=C(Cl)C=C1)N(=O)=O,small molecule
DB11440,Norgestomet,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)C[C@H](C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],small molecule
DB11441,Oclacitinib,CNS(=O)(=O)CC1CCC(CC1)N(C)C1=NC=NC2=C1C=CN2,small molecule
DB11442,Oleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,small molecule
DB11443,Orbifloxacin,[H][C@]1(C)CN(C[C@@]([H])(C)N1)C1=C(F)C(F)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O,small molecule
DB11444,Orgotein,,biotech
DB11446,Oxfendazole,COC(=O)NC1=NC2=CC(=CC=C2N1)S(=O)C1=CC=CC=C1,small molecule
DB11447,Phenothiazine,N1C2=CC=CC=C2SC2=CC=CC=C12,small molecule
DB11448,Phosmet,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O,small molecule
DB11449,Phthalofyne,CCC(C)(OC(=O)C1=CC=CC=C1C(O)=O)C#C,small molecule
DB11450,Pimobendan,COC1=CC=C(C=C1)C1=NC2=CC(=CC=C2N1)C1=NNC(=O)CC1C,small molecule
DB11451,Poloxalene,C1CO1.CC1CO1,small molecule
DB11452,Ponazuril,CN1C(=O)NC(=O)N(C1=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C(F)(F)F)C(C)=C1,small molecule
DB11453,Pradofloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1C#N)C(O)=O,small molecule
DB11454,Prostalene,CCCCC[C@@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC=C=CCCC(=O)OC,small molecule
DB11455,Robenacoxib,CCC1=CC(CC(O)=O)=C(NC2=C(F)C(F)=CC(F)=C2F)C=C1,small molecule
DB11456,Ronnel,COP(=S)(OC)OC1=CC(Cl)=C(Cl)C=C1Cl,small molecule
DB11457,Rotenone,[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C1=CC=C3O[C@H](CC3=C1O2)C(C)=C,small molecule
DB11458,Roxarsone,OC1=C(C=C(C=C1)[As](O)(O)=O)N(=O)=O,small molecule
DB11459,Selamectin,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@]([H])(O5)C5CCCCC5)O4)OC(=O)[C@]([H])(C=C(C)\C1=N\O)[C@@]23O,small molecule
DB11460,Squalene,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,small molecule
DB11461,Sulfachlorpyridazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(Cl)C=C1,small molecule
DB11462,Sulfaethoxypyridazine,CCOC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1,small molecule
DB11463,Sulfanitran,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)[N+]([O-])=O,small molecule
DB11464,Sulfaquinoxaline,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC2=C(C=CC=C2)N=C1,small molecule
DB11466,Tepoxalin,COC1=CC=C(C=C1)N1N=C(CCC(=O)N(C)O)C=C1C1=CC=C(Cl)C=C1,small molecule
DB11467,Thiostrepton,[H]\C(C)=C1/N=C(O)C(N=C(O)C2=CSC(=N2)C23CCC(=NC2C2=CSC(=N2)C(N=C(O)C2=CSC(=N2)C(N=C(O)C2CSC1=N2)C(C)(O)C(C)O)C(C)OC(=O)C1=NC2=C(C=CC(NC(C(C)CC)C(O)=NC(C)C(O)=NC(=C)C(O)=NC(C)C(O)=N3)C2O)C(=C1)C(C)O)C1=NC(=CS1)C(O)=NC(=C)C(O)=NC(=C)C(O)=N)C(C)O,small molecule
DB11468,Tiamulin,[H][C@@]12C(=O)CC[C@]11CC[C@@]([H])(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CSCCN(CC)CC,small molecule
DB11470,Tildipirosin,[H][C@@]1(O[C@H]2[C@@H](CCN3CCCCC3)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@H](CN3CCCCC3)[C@@H](CC)OC(=O)C[C@@H](O)[C@@H]2C)O[C@H](C)[C@@H](O)[C@@H]([C@H]1O)N(C)C,small molecule
DB11471,Tilmicosin,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,small molecule
DB11472,Tioxidazole,CCCOC1=CC=C2N=C(NC(=O)OC)SC2=C1,small molecule
DB11473,Metrifonate,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,small molecule
DB11474,Tulathromycin A,[H][C@@]1(C[C@@](C)(OC)[C@](O)(CNCCC)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C,small molecule
DB11475,Tylosin,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,small molecule
DB11476,Virginiamycin,CC(C)[C@H]1OC(=O)C2=CCCN2C(=O)C2=COC(CC(=O)C[C@H](O)\C=C(/C)\C=C\CNC(=O)\C=C\[C@H]1C)=N2.[H][C@@]12CCCN1C(=O)[C@@H](CC)NC(=O)[C@@H](NC(=O)C1=C(O)C=CC=N1)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@]1([H])CC(=O)CCN1C(=O)[C@H](CC1=CC=CC=C1)N(C)C2=O)C1=CC=CC=C1,small molecule
DB11477,Xylazine,CC1=CC=CC(C)=C1NC1=NCCCS1,small molecule
DB11478,Zeranol,C[C@H]1CCC[C@H](O)CCCCCC2=CC(O)=CC(O)=C2C(=O)O1,small molecule
DB11479,Zilpaterol,CC(C)N[C@@H]1CCN2C(=O)NC3=CC=CC([C@H]1O)=C23,small molecule
DB11480,Zoalene,CC1=C(C=C(C=C1C(N)=O)[N+]([O-])=O)[N+]([O-])=O,small molecule
DB11481,Atipamezole,CCC1(CC2=CC=CC=C2C1)C1=CN=CN1,small molecule
DB11482,Balsam of Peru,,small molecule
DB11485,Ceftiofur,[H][C@]12SCC(CSC(=O)C3=CC=CO3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,small molecule
DB11487,Dexamethasone isonicotinate,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(=O)C3=CC=NC=C3)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,small molecule
DB11490,Nalorphine,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,small molecule
DB11491,Sarafloxacin,OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,small molecule
DB11493,Sodium tripolyphosphate,[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O,small molecule
DB11495,(S)-methoprene,[H]\C(C[C@@]([H])(C)CCCC(C)(C)OC)=C(\[H])/C(/C)=C(\[H])C(=O)OC(C)C,small molecule
DB11496,2-mercaptobenzothiazole,S=C1NC2=C(S1)C=CC=C2,small molecule
DB11497,Sulfotep,CCOP(=S)(OCC)OP(=S)(OCC)OCC,small molecule
DB11499,Amphomycin,[H]N([C@@H](CC(O)=O)C(=O)NCC(=O)N[C@H]([C@H](C)N)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@H](C)[C@]1([H])NC(=O)[C@@]2([H])CCCCN2C1=O)C(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)C\C=C\CCCCCC(C)CC)[C@@H](C)C(O)=O,small molecule
DB11501,Bunamidine,CCCCCCOC1=C2C=CC=CC2=C(C=C1)C(=N)N(CCCC)CCCC,small molecule
DB11502,Butacaine,CCCCN(CCCC)CCCOC(=O)C1=CC=C(N)C=C1,small molecule
DB11504,Caramiphen,CCN(CC)CCOC(=O)C1(CCCC1)C1=CC=CC=C1,small molecule
DB11505,Cefovecin,[H][C@]12SCC([C@@H]3CCCO3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,small molecule
DB11507,Cloprostenol,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)COC1=CC=CC(Cl)=C1,small molecule
DB11509,Cupric glycinate,[Cu++].NCC([O-])=O.NCC([O-])=O,small molecule
DB11510,Deslorelin,[H][C@]1(CCC(=O)N1)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC,small molecule
DB11511,Difloxacin,CN1CCN(CC1)C1=C(F)C=C2C(=C1)N(C=C(C(O)=O)C2=O)C1=CC=C(F)C=C1,small molecule
DB11512,Dihydrostreptomycin,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)CO,small molecule
DB11513,Diperodon,[H]N(C(=O)OCC(CN1CCCCC1)OC(=O)N([H])C1=CC=CC=C1)C1=CC=CC=C1,small molecule
